hidden_dim,num_layers,dropout,lr,weight_decay,split,score,loss,accuracy,precision,recall,f1,bal_acc,roc_auc,ppr
32,2,0.4,0.001,0.0001,train,,0.3867267668247223,0.8280254777070064,0.7755102040816326,0.7037037037037037,0.7378640776699029,0.7984537935994247,0.9241280115066524,0.31210191082802546
32,2,0.4,0.001,0.0001,val,0.8679425837320573,0.6717172265052795,0.6764705882352942,0.5555555555555556,0.4166666666666667,0.47619047619047616,0.6174242424242424,0.5643939393939394,0.2647058823529412
32,2,0.4,0.001,0.0001,test,,0.8331303596496582,0.6176470588235294,0.4444444444444444,0.3333333333333333,0.38095238095238093,0.553030303030303,0.4696969696969697,0.2647058823529412
32,2,0.4,0.003,0.0001,train,,0.20341099798679352,0.9363057324840764,0.8666666666666667,0.9629629629629629,0.9122807017543859,0.9426465300251707,0.9852571017619561,0.3821656050955414
32,2,0.4,0.003,0.0001,val,0.8266835016835017,0.9051631689071655,0.6764705882352942,0.5454545454545454,0.5,0.5217391304347826,0.6363636363636364,0.6287878787878788,0.3235294117647059
32,2,0.4,0.003,0.0001,test,,0.9488145112991333,0.6176470588235294,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.571969696969697,0.5757575757575757,0.3235294117647059
32,3,0.0,0.0001,0.0001,train,,0.3782721161842346,0.8535031847133758,0.803921568627451,0.7592592592592593,0.780952380952381,0.8310859403092413,0.9426465300251708,0.3248407643312102
32,3,0.0,0.0001,0.0001,val,0.7106060606060606,0.7034053802490234,0.6176470588235294,0.46153846153846156,0.5,0.48,0.5909090909090908,0.6098484848484849,0.38235294117647056
32,3,0.0,0.0001,0.0001,test,,0.7859424948692322,0.5882352941176471,0.375,0.25,0.3,0.5113636363636364,0.4318181818181818,0.23529411764705882
32,3,0.0,0.0003,0.0001,train,,0.33913367986679077,0.8853503184713376,0.875,0.7777777777777778,0.8235294117647058,0.8597626752966558,0.9647608773822366,0.3057324840764331
32,3,0.0,0.0003,0.0001,val,0.782034632034632,0.641235888004303,0.6470588235294118,0.5,0.5833333333333334,0.5384615384615384,0.6325757575757576,0.7045454545454546,0.4117647058823529
32,3,0.0,0.0003,0.0001,test,,0.7753509879112244,0.5294117647058824,0.25,0.16666666666666666,0.2,0.44696969696969696,0.48863636363636365,0.23529411764705882
32,3,0.0,0.001,0.0001,train,,0.00968777947127819,1.0,1.0,1.0,1.0,1.0,1.0,0.34394904458598724
32,3,0.0,0.001,0.0001,val,0.9306818181818182,1.0969711542129517,0.7647058823529411,0.7,0.5833333333333334,0.6363636363636364,0.7234848484848485,0.7348484848484849,0.29411764705882354
32,3,0.0,0.001,0.0001,test,,1.5767465829849243,0.6764705882352942,0.6,0.25,0.35294117647058826,0.5795454545454546,0.47348484848484845,0.14705882352941177
32,3,0.0,0.003,0.0001,train,,0.366400808095932,0.8662420382165605,0.726027397260274,0.9814814814814815,0.8346456692913385,0.893653362099964,0.9656598345918734,0.46496815286624205
32,3,0.0,0.003,0.0001,val,0.9431818181818182,0.9640460014343262,0.6176470588235294,0.47368421052631576,0.75,0.5806451612903226,0.6477272727272727,0.6742424242424243,0.5588235294117647
32,3,0.0,0.003,0.0001,test,,0.9408294558525085,0.6470588235294118,0.5,0.5833333333333334,0.5384615384615384,0.6325757575757576,0.5833333333333333,0.4117647058823529
32,3,0.2,0.0001,0.0001,train,,0.25855880975723267,0.910828025477707,0.9761904761904762,0.7592592592592593,0.8541666666666666,0.8747752606975908,0.9816612729234089,0.267515923566879
32,3,0.2,0.0001,0.0001,val,0.8575592885375494,0.7026076316833496,0.6764705882352942,0.5384615384615384,0.5833333333333334,0.56,0.6553030303030303,0.7007575757575757,0.38235294117647056
32,3,0.2,0.0001,0.0001,test,,0.8407520055770874,0.6470588235294118,0.5,0.3333333333333333,0.4,0.5757575757575758,0.4318181818181818,0.23529411764705882
32,3,0.2,0.0003,0.0001,train,,0.36652088165283203,0.8343949044585988,0.75,0.7777777777777778,0.7636363636363637,0.8209277238403452,0.9239482200647249,0.35668789808917195
32,3,0.2,0.0003,0.0001,val,0.8478535353535354,0.6589885950088501,0.5882352941176471,0.42857142857142855,0.5,0.46153846153846156,0.5681818181818181,0.6931818181818182,0.4117647058823529
32,3,0.2,0.0003,0.0001,test,,0.870281457901001,0.5882352941176471,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5492424242424242,0.5075757575757576,0.35294117647058826
32,3,0.2,0.001,0.0001,train,,0.2790566086769104,0.9299363057324841,0.8909090909090909,0.9074074074074074,0.8990825688073395,0.9245774901114707,0.9769866954332974,0.3503184713375796
32,3,0.2,0.001,0.0001,val,0.9374999999999999,0.6512529850006104,0.7058823529411765,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.696969696969697,0.7803030303030303,0.4117647058823529
32,3,0.2,0.001,0.0001,test,,0.8375996351242065,0.6176470588235294,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.571969696969697,0.5681818181818182,0.3235294117647059
32,3,0.2,0.003,0.0001,train,,0.40697067975997925,0.8662420382165605,0.8,0.8148148148148148,0.8073394495412844,0.8540093491549803,0.9113628191298094,0.3503184713375796
32,3,0.2,0.003,0.0001,val,0.9118315508021391,0.7776144742965698,0.5588235294117647,0.4,0.5,0.4444444444444444,0.5454545454545454,0.571969696969697,0.4411764705882353
32,3,0.2,0.003,0.0001,test,,0.6412668824195862,0.7058823529411765,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.678030303030303,0.7045454545454546,0.35294117647058826
32,3,0.4,0.0001,0.0001,train,,0.3993178904056549,0.8662420382165605,0.9459459459459459,0.6481481481481481,0.7692307692307693,0.8143653362099964,0.9005753326141676,0.2356687898089172
32,3,0.4,0.0001,0.0001,val,0.6659632034632034,0.7047627568244934,0.5882352941176471,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5492424242424242,0.5833333333333333,0.35294117647058826
32,3,0.4,0.0001,0.0001,test,,0.909572958946228,0.5588235294117647,0.2857142857142857,0.16666666666666666,0.21052631578947367,0.46969696969696967,0.3712121212121212,0.20588235294117646
32,3,0.4,0.0003,0.0001,train,,0.17037831246852875,0.9808917197452229,0.9811320754716981,0.9629629629629629,0.9719626168224299,0.9766271125494426,0.9987414599065084,0.3375796178343949
32,3,0.4,0.0003,0.0001,val,0.8981060606060606,0.7211504578590393,0.6764705882352942,0.5384615384615384,0.5833333333333334,0.56,0.6553030303030303,0.7272727272727273,0.38235294117647056
32,3,0.4,0.0003,0.0001,test,,0.8517366051673889,0.6176470588235294,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.571969696969697,0.5151515151515151,0.3235294117647059
32,3,0.4,0.001,0.0001,train,,0.11790763586759567,0.9745222929936306,0.9310344827586207,1.0,0.9642857142857143,0.9805825242718447,0.9987414599065084,0.36942675159235666
32,3,0.4,0.001,0.0001,val,1.156060606060606,0.967420220375061,0.7058823529411765,0.5555555555555556,0.8333333333333334,0.6666666666666666,0.7348484848484849,0.7765151515151515,0.5294117647058824
32,3,0.4,0.001,0.0001,test,,0.8980234265327454,0.7352941176470589,0.6,0.75,0.6666666666666666,0.7386363636363636,0.7159090909090908,0.4411764705882353
32,3,0.4,0.003,0.0001,train,,0.488227516412735,0.7452229299363057,0.85,0.3148148148148148,0.4594594594594595,0.6428443006112909,0.8477166486875224,0.12738853503184713
32,3,0.4,0.003,0.0001,val,0.9023268398268398,0.7125355005264282,0.7352941176470589,1.0,0.25,0.4,0.625,0.5378787878787878,0.08823529411764706
32,3,0.4,0.003,0.0001,test,,0.8769452571868896,0.6176470588235294,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.4962121212121212,0.428030303030303,0.08823529411764706
32,4,0.0,0.0001,0.0001,train,,0.4726516902446747,0.8789808917197452,0.972972972972973,0.6666666666666666,0.7912087912087912,0.8284789644012944,0.9487594390507013,0.2356687898089172
32,4,0.0,0.0001,0.0001,val,0.5518939393939394,0.6728628873825073,0.6470588235294118,0.5,0.08333333333333333,0.14285714285714285,0.5189393939393939,0.4696969696969697,0.058823529411764705
32,4,0.0,0.0001,0.0001,test,,0.8664311766624451,0.5588235294117647,0.0,0.0,0.0,0.4318181818181818,0.2689393939393939,0.08823529411764706
32,4,0.0,0.0003,0.0001,train,,0.17813357710838318,1.0,1.0,1.0,1.0,1.0,1.0,0.34394904458598724
32,4,0.0,0.0003,0.0001,val,0.8380952380952381,0.555169939994812,0.6176470588235294,0.42857142857142855,0.25,0.3157894736842105,0.5340909090909092,0.7954545454545455,0.20588235294117646
32,4,0.0,0.0003,0.0001,test,,0.9082872867584229,0.5294117647058824,0.3,0.25,0.2727272727272727,0.4659090909090909,0.4280303030303031,0.29411764705882354
32,4,0.0,0.001,0.0001,train,,0.011611483991146088,1.0,1.0,1.0,1.0,1.0,1.0,0.34394904458598724
32,4,0.0,0.001,0.0001,val,0.9303030303030303,1.3064074516296387,0.7352941176470589,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.7007575757575758,0.7045454545454546,0.3235294117647059
32,4,0.0,0.001,0.0001,test,,1.2069445848464966,0.7352941176470589,0.6666666666666666,0.5,0.5714285714285714,0.6818181818181819,0.6553030303030303,0.2647058823529412
32,4,0.0,0.003,0.0001,train,,0.18326041102409363,0.9171974522292994,0.9767441860465116,0.7777777777777778,0.865979381443299,0.88403451995685,0.9904710535778497,0.27388535031847133
32,4,0.0,0.003,0.0001,val,0.8930303030303031,1.3435183763504028,0.6470588235294118,0.5,0.25,0.3333333333333333,0.5568181818181819,0.4356060606060606,0.17647058823529413
32,4,0.0,0.003,0.0001,test,,0.9943422675132751,0.6764705882352942,0.6,0.25,0.35294117647058826,0.5795454545454546,0.5871212121212122,0.14705882352941177
32,4,0.2,0.0001,0.0001,train,,0.39728522300720215,0.9171974522292994,1.0,0.7592592592592593,0.8631578947368421,0.8796296296296297,0.9566702624955052,0.2611464968152866
32,4,0.2,0.0001,0.0001,val,0.5950757575757576,0.628380537033081,0.6764705882352942,0.6,0.25,0.35294117647058826,0.5795454545454546,0.5946969696969697,0.14705882352941177
32,4,0.2,0.0001,0.0001,test,,0.9171205163002014,0.5,0.14285714285714285,0.08333333333333333,0.10526315789473684,0.40530303030303033,0.2878787878787879,0.20588235294117646
32,4,0.2,0.0003,0.0001,train,,0.21813544631004333,0.9490445859872612,0.96,0.8888888888888888,0.9230769230769231,0.9347357065803668,0.993527508090615,0.3184713375796178
32,4,0.2,0.0003,0.0001,val,0.7558300395256917,0.7562112212181091,0.5882352941176471,0.4,0.3333333333333333,0.36363636363636365,0.5303030303030303,0.5568181818181819,0.29411764705882354
32,4,0.2,0.0003,0.0001,test,,0.9087744355201721,0.5882352941176471,0.4,0.3333333333333333,0.36363636363636365,0.5303030303030303,0.45833333333333326,0.29411764705882354
32,4,0.2,0.001,0.0001,train,,0.20323491096496582,0.9681528662420382,1.0,0.9074074074074074,0.9514563106796117,0.9537037037037037,0.9902912621359223,0.31210191082802546
32,4,0.2,0.001,0.0001,val,0.8071969696969697,0.8292269110679626,0.6176470588235294,0.47058823529411764,0.6666666666666666,0.5517241379310345,0.6287878787878788,0.6818181818181819,0.5
32,4,0.2,0.001,0.0001,test,,0.8628982305526733,0.6470588235294118,0.5,0.4166666666666667,0.45454545454545453,0.5946969696969697,0.5454545454545454,0.29411764705882354
32,4,0.2,0.003,0.0001,train,,0.2200702726840973,0.89171974522293,1.0,0.6851851851851852,0.8131868131868132,0.8425925925925926,0.9922689679971234,0.2356687898089172
32,4,0.2,0.003,0.0001,val,0.8634926854754441,1.3582854270935059,0.5882352941176471,0.4,0.3333333333333333,0.36363636363636365,0.5303030303030303,0.5189393939393939,0.29411764705882354
32,4,0.2,0.003,0.0001,test,,0.6415876746177673,0.6764705882352942,0.5714285714285714,0.3333333333333333,0.42105263157894735,0.5984848484848485,0.7613636363636364,0.20588235294117646
32,4,0.4,0.0001,0.0001,train,,0.6216868162155151,0.6624203821656051,1.0,0.018518518518518517,0.03636363636363636,0.5092592592592593,0.6709816612729235,0.006369426751592357
32,4,0.4,0.0001,0.0001,val,-1000000000.0,0.7601385116577148,0.6470588235294118,0.0,0.0,0.0,0.5,0.2537878787878788,0.0
32,4,0.4,0.0001,0.0001,test,,0.9539704322814941,0.6470588235294118,0.0,0.0,0.0,0.5,0.22348484848484845,0.0
32,4,0.4,0.0003,0.0001,train,,0.35693034529685974,0.8980891719745223,1.0,0.7037037037037037,0.8260869565217391,0.8518518518518519,0.9751887810140237,0.24203821656050956
32,4,0.4,0.0003,0.0001,val,0.8195707070707071,0.6112692952156067,0.7058823529411765,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6212121212121212,0.6401515151515151,0.17647058823529413
32,4,0.4,0.0003,0.0001,test,,0.7770305275917053,0.6176470588235294,0.42857142857142855,0.25,0.3157894736842105,0.5340909090909092,0.40530303030303033,0.20588235294117646
32,4,0.4,0.001,0.0001,train,,0.29447096586227417,0.89171974522293,0.8135593220338984,0.8888888888888888,0.8495575221238938,0.8910463861920173,0.9545127651923768,0.37579617834394907
32,4,0.4,0.001,0.0001,val,0.8890151515151515,0.782913088798523,0.7058823529411765,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.696969696969697,0.6439393939393939,0.4117647058823529
32,4,0.4,0.001,0.0001,test,,0.926464319229126,0.6764705882352942,0.5714285714285714,0.3333333333333333,0.42105263157894735,0.5984848484848485,0.481060606060606,0.20588235294117646
32,4,0.4,0.003,0.0001,train,,0.38352060317993164,0.8662420382165605,0.8113207547169812,0.7962962962962963,0.8037383177570093,0.8496044588277598,0.918015102481122,0.3375796178343949
32,4,0.4,0.003,0.0001,val,0.8612199582027168,0.6273486018180847,0.6764705882352942,0.5384615384615384,0.5833333333333334,0.56,0.6553030303030303,0.7462121212121212,0.38235294117647056
32,4,0.4,0.003,0.0001,test,,0.6141654849052429,0.7058823529411765,0.6,0.5,0.5454545454545454,0.6590909090909092,0.6893939393939393,0.29411764705882354
64,2,0.0,0.0001,0.0001,train,,0.4319898188114166,0.8152866242038217,0.8378378378378378,0.5740740740740741,0.6813186813186813,0.757910823444804,0.8910463861920173,0.2356687898089172
64,2,0.0,0.0001,0.0001,val,0.7726010101010101,0.7544606328010559,0.6764705882352942,0.5555555555555556,0.4166666666666667,0.47619047619047616,0.6174242424242424,0.5227272727272727,0.2647058823529412
64,2,0.0,0.0001,0.0001,test,,0.7385003566741943,0.6764705882352942,0.5714285714285714,0.3333333333333333,0.42105263157894735,0.5984848484848485,0.4962121212121212,0.20588235294117646
64,2,0.0,0.0003,0.0001,train,,0.4064877927303314,0.8726114649681529,0.925,0.6851851851851852,0.7872340425531915,0.8280294857964761,0.9070478245235527,0.25477707006369427
64,2,0.0,0.0003,0.0001,val,0.760479797979798,0.8097876310348511,0.6176470588235294,0.4444444444444444,0.3333333333333333,0.38095238095238093,0.553030303030303,0.46590909090909094,0.2647058823529412
64,2,0.0,0.0003,0.0001,test,,0.7936690449714661,0.5882352941176471,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.49242424242424243,0.5113636363636364,0.17647058823529413
64,2,0.0,0.001,0.0001,train,,0.24637341499328613,0.9554140127388535,0.9795918367346939,0.8888888888888888,0.9320388349514563,0.9395900755124056,0.9899316792520676,0.31210191082802546
64,2,0.0,0.001,0.0001,val,0.7356060606060606,1.0206537246704102,0.5294117647058824,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.48484848484848486,0.4318181818181818,0.35294117647058826
64,2,0.0,0.001,0.0001,test,,0.9673634767532349,0.6176470588235294,0.4444444444444444,0.3333333333333333,0.38095238095238093,0.553030303030303,0.48484848484848486,0.2647058823529412
64,2,0.0,0.003,0.0001,train,,0.2582260072231293,0.9363057324840764,0.8928571428571429,0.9259259259259259,0.9090909090909091,0.93383674937073,0.9737504494786048,0.35668789808917195
64,2,0.0,0.003,0.0001,val,0.7668756530825496,1.2466486692428589,0.5,0.3076923076923077,0.3333333333333333,0.32,0.46212121212121215,0.4242424242424242,0.38235294117647056
64,2,0.0,0.003,0.0001,test,,1.1232036352157593,0.6176470588235294,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.571969696969697,0.5454545454545454,0.3235294117647059
64,2,0.2,0.0001,0.0001,train,,0.36732837557792664,0.8598726114649682,0.82,0.7592592592592593,0.7884615384615384,0.8359403092412802,0.9156778137360662,0.3184713375796178
64,2,0.2,0.0001,0.0001,val,0.7835497835497836,0.7928441166877747,0.7058823529411765,0.625,0.4166666666666667,0.5,0.6401515151515151,0.5340909090909091,0.23529411764705882
64,2,0.2,0.0001,0.0001,test,,0.8854579925537109,0.6470588235294118,0.5,0.3333333333333333,0.4,0.5757575757575758,0.5,0.23529411764705882
64,2,0.2,0.0003,0.0001,train,,0.3229716420173645,0.8980891719745223,0.8958333333333334,0.7962962962962963,0.8431372549019608,0.873876303487954,0.9518158935634663,0.3057324840764331
64,2,0.2,0.0003,0.0001,val,0.7926406926406927,0.8402358889579773,0.6764705882352942,0.5454545454545454,0.5,0.5217391304347826,0.6363636363636364,0.5113636363636364,0.3235294117647059
64,2,0.2,0.0003,0.0001,test,,0.78992760181427,0.6470588235294118,0.5,0.3333333333333333,0.4,0.5757575757575758,0.5795454545454545,0.23529411764705882
64,2,0.2,0.001,0.0001,train,,0.3568512797355652,0.8280254777070064,0.9354838709677419,0.5370370370370371,0.6823529411764706,0.7588097806544409,0.935814455231931,0.19745222929936307
64,2,0.2,0.001,0.0001,val,0.6897727272727273,0.8363003730773926,0.7058823529411765,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6212121212121212,0.5113636363636364,0.17647058823529413
64,2,0.2,0.001,0.0001,test,,0.9897720217704773,0.6176470588235294,0.4,0.16666666666666666,0.23529411764705882,0.5151515151515151,0.41287878787878785,0.14705882352941177
64,2,0.2,0.003,0.0001,train,,0.3113836646080017,0.9171974522292994,0.847457627118644,0.9259259259259259,0.8849557522123894,0.9192736425746135,0.9620640057533261,0.37579617834394907
64,2,0.2,0.003,0.0001,val,0.7367526617526617,1.0811586380004883,0.5588235294117647,0.38461538461538464,0.4166666666666667,0.4,0.5265151515151515,0.4659090909090909,0.38235294117647056
64,2,0.2,0.003,0.0001,test,,0.956933856010437,0.7352941176470589,0.6153846153846154,0.6666666666666666,0.64,0.7196969696969697,0.6439393939393938,0.38235294117647056
64,2,0.4,0.0001,0.0001,train,,0.44373539090156555,0.7770700636942676,0.7021276595744681,0.6111111111111112,0.6534653465346535,0.7375943905070119,0.8531103919453434,0.29936305732484075
64,2,0.4,0.0001,0.0001,val,0.828030303030303,0.74723219871521,0.7352941176470589,0.6666666666666666,0.5,0.5714285714285714,0.6818181818181819,0.553030303030303,0.2647058823529412
64,2,0.4,0.0001,0.0001,test,,0.890532910823822,0.6470588235294118,0.5,0.3333333333333333,0.4,0.5757575757575758,0.4545454545454546,0.23529411764705882
64,2,0.4,0.0003,0.0001,train,,0.3964666724205017,0.8407643312101911,0.8918918918918919,0.6111111111111112,0.7252747252747253,0.7861380798274002,0.9099244875943905,0.2356687898089172
64,2,0.4,0.0003,0.0001,val,0.7877525252525253,0.710042417049408,0.7058823529411765,0.625,0.4166666666666667,0.5,0.6401515151515151,0.5227272727272727,0.23529411764705882
64,2,0.4,0.0003,0.0001,test,,0.8274515867233276,0.6764705882352942,0.5714285714285714,0.3333333333333333,0.42105263157894735,0.5984848484848485,0.5,0.20588235294117646
64,2,0.4,0.001,0.0001,train,,0.3723869025707245,0.8980891719745223,0.8166666666666667,0.9074074074074074,0.8596491228070176,0.9003056454512766,0.9498381877022652,0.3821656050955414
64,2,0.4,0.001,0.0001,val,0.7987012987012987,0.8575322031974792,0.6176470588235294,0.47058823529411764,0.6666666666666666,0.5517241379310345,0.6287878787878788,0.5643939393939394,0.5
64,2,0.4,0.001,0.0001,test,,0.9893989562988281,0.5294117647058824,0.35714285714285715,0.4166666666666667,0.38461538461538464,0.5037878787878788,0.45833333333333337,0.4117647058823529
64,2,0.4,0.003,0.0001,train,,0.12086756527423859,0.9617834394904459,0.9137931034482759,0.9814814814814815,0.9464285714285714,0.9664688960805465,0.9928083423229054,0.36942675159235666
64,2,0.4,0.003,0.0001,val,0.8761363636363636,1.4574766159057617,0.6176470588235294,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.571969696969697,0.4962121212121212,0.3235294117647059
64,2,0.4,0.003,0.0001,test,,1.1399012804031372,0.7647058823529411,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7424242424242424,0.7121212121212122,0.35294117647058826
64,3,0.0,0.0001,0.0001,train,,0.30618101358413696,0.9490445859872612,1.0,0.8518518518518519,0.92,0.9259259259259259,0.9818410643653361,0.2929936305732484
64,3,0.0,0.0001,0.0001,val,0.8608391608391609,0.5894253849983215,0.6764705882352942,0.5555555555555556,0.4166666666666667,0.47619047619047616,0.6174242424242424,0.7310606060606061,0.2647058823529412
64,3,0.0,0.0001,0.0001,test,,0.7321297526359558,0.6470588235294118,0.5,0.3333333333333333,0.4,0.5757575757575758,0.6022727272727273,0.23529411764705882
64,3,0.0,0.0003,0.0001,train,,0.1522393673658371,0.9936305732484076,1.0,0.9814814814814815,0.9906542056074766,0.9907407407407407,0.9996404171161453,0.3375796178343949
64,3,0.0,0.0003,0.0001,val,0.8684149184149185,0.7684963345527649,0.6764705882352942,0.5555555555555556,0.4166666666666667,0.47619047619047616,0.6174242424242424,0.6212121212121211,0.2647058823529412
64,3,0.0,0.0003,0.0001,test,,0.7765319347381592,0.6470588235294118,0.5,0.25,0.3333333333333333,0.5568181818181819,0.6439393939393939,0.17647058823529413
64,3,0.0,0.001,0.0001,train,,0.039665915071964264,1.0,1.0,1.0,1.0,1.0,1.0,0.34394904458598724
64,3,0.0,0.001,0.0001,val,0.9333333333333333,0.9148348569869995,0.7058823529411765,0.5625,0.75,0.6428571428571429,0.7159090909090908,0.7651515151515151,0.47058823529411764
64,3,0.0,0.001,0.0001,test,,1.1770308017730713,0.6470588235294118,0.5,0.4166666666666667,0.45454545454545453,0.5946969696969697,0.6477272727272727,0.29411764705882354
64,3,0.0,0.003,0.0001,train,,0.16783687472343445,0.9299363057324841,0.9777777777777777,0.8148148148148148,0.8888888888888888,0.9025530384753686,0.9902912621359223,0.28662420382165604
